title,author,school,sentence_ko,sentence_en,original_publication_date,corpus_edition_date,sentence_length,tokenized_txt,lemmatized_str
Aristotle - Complete Works,Aristotle,aristotle,어떤 주제에 대해 말하지만 어떤 주제에도 없는 것도 있습니다.,some are said of a subject but are not in any subject.,-320,1991,54,"['some', 'are', 'said', 'of', 'subject', 'but', 'are', 'not', 'in', 'any', 'subject']", some be say of a subject but be not in any subject .
Aristotle - Complete Works,Aristotle,aristotle,예를 들어 '사람'은 주어인 '사람' 개인에 대해 말하지만 어떤 주어에도 포함되지 않습니다.,"for example, man is said of a subject, the individual man, but is not in any subject.",-320,1991,85,"['for', 'example', 'man', 'is', 'said', 'of', 'subject', 'the', 'individual', 'man', 'but', 'is', 'not', 'in', 'any', 'subject']"," for example , man be say of a subject , the individual man , but be not in any subject ."
Aristotle - Complete Works,Aristotle,aristotle,(b) 일부는 주제에 속하지만 어떤 주제에 대해서도 언급되지 않습니다.,(b) some are in a subject but are not said of any subject.,-320,1991,58,"['some', 'are', 'in', 'subject', 'but', 'are', 'not', 'said', 'of', 'any', 'subject']", ( b ) some be in a subject but be not say of any subject .
Aristotle - Complete Works,Aristotle,aristotle,"('주제 안에'란 어떤 것의 일부가 아니라 그 안에 있는 것을 의미하며, 그 안에 있는 것과 분리되어 존재할 수 없습니다.","(by 'in a subject' i mean what is in something, not as a part, and cannot exist separately from what it is in.",-320,1991,110,"['by', 'in', 'subject', 'mean', 'what', 'is', 'in', 'something', 'not', 'as', 'part', 'and', 'cannot', 'exist', 'separately', 'from', 'what', 'it', 'is', 'in']"," ( by ' in a subject ' -PRON- mean what be in something , not as a part , and can not exist separately from what -PRON- be in ."
Aristotle - Complete Works,Aristotle,aristotle,"미니오 팔루엘로, 옥스퍼드, 2nd ed.","minio paluello, oxford, nd ed.",-320,1991,30,"['minio', 'paluello', 'oxford', 'nd', 'ed']"," Minio Paluello , Oxford , nd ed ."
Aristotle - Complete Works,Aristotle,aristotle,"예를 들어, 문법에 대한 개별 지식은 주어인 영혼에 있지만 어떤 주어에 대해서도 말하지 않으며, 흰색은 주어인 몸(모든 색은 몸 안에 있기 때문에)에 있지만 어떤 주어에 대해서도 말하지 않습니다.","for example, the individual knowledge of grammar is in a subject, the soul, but is not said of any subject; and the individual white is in a subject, the body (for all colour is in a body), but is not said of any subject.",-320,1991,221,"['for', 'example', 'the', 'individual', 'knowledge', 'of', 'grammar', 'is', 'in', 'subject', 'the', 'soul', 'but', 'is', 'not', 'said', 'of', 'any', 'subject', 'and', 'the', 'individual', 'white', 'is', 'in', 'subject', 'the', 'body', 'for', 'all', 'colour', 'is', 'in', 'body', 'but', 'is', 'not', 'said', 'of', 'any', 'subject']"," for example , the individual knowledge of grammar be in a subject , the soul , but be not say of any subject ; and the individual white be in a subject , the body ( for all colour be in a body ) , but be not say of any subject ."
Aristotle - Complete Works,Aristotle,aristotle,어떤 것은 주제에 대해 말하기도 하고 주제 안에서 말하기도 합니다.,some are both said of a subject and in a subject.,-320,1991,49,"['some', 'are', 'both', 'said', 'of', 'subject', 'and', 'in', 'subject']", some be both say of a subject and in a subject .
Aristotle - Complete Works,Aristotle,aristotle,"예를 들어, 지식은 주체, 즉 영혼에 있으며 주체, 즉 문법에 대한 지식이라고도 합니다.","for example, knowledge is in a subject, the soul, and is also said of a subject, knowledge of grammar.",-320,1991,102,"['for', 'example', 'knowledge', 'is', 'in', 'subject', 'the', 'soul', 'and', 'is', 'also', 'said', 'of', 'subject', 'knowledge', 'of', 'grammar']"," for example , knowledge be in a subject , the soul , and be also say of a subject , knowledge of grammar ."
Aristotle - Complete Works,Aristotle,aristotle,"예를 들어, 개별 사람이나 개별 말은 주어에 속하지도 않고 주어에 대해 말하지도 않는 경우가 있는데, 이런 종류의 것은 주어에 속하지도 않고 주어에 대해 말하지도 않습니다.","some are neither in a subject nor said of a subject, for example, the individual man or the individual horse for nothing of this sort is either in a subject or said of a subject.",-320,1991,178,"['some', 'are', 'neither', 'in', 'subject', 'nor', 'said', 'of', 'subject', 'for', 'example', 'the', 'individual', 'man', 'or', 'the', 'individual', 'horse', 'for', 'nothing', 'of', 'this', 'sort', 'is', 'either', 'in', 'subject', 'or', 'said', 'of', 'subject']"," some be neither in a subject nor say of a subject , for example , the individual man or the individual horse for nothing of this sort be either in a subject or say of a subject ."
Aristotle - Complete Works,Aristotle,aristotle,개별적이고 숫자적으로 하나 인 것은 예외없이 어떤 과목에 대해서도 말하지 않지만 문법에 대한 개별 지식이 과목의 일부가되는 것을 막을 수있는 것은 없습니다.,"things that are individual and numerically one are, without exception, not said of any subject, but there is nothing to prevent some of them from being in a subject the individual knowledge of grammar is one of the things in a subject.",-320,1991,235,"['things', 'that', 'are', 'individual', 'and', 'numerically', 'one', 'are', 'without', 'exception', 'not', 'said', 'of', 'any', 'subject', 'but', 'there', 'is', 'nothing', 'to', 'prevent', 'some', 'of', 'them', 'from', 'being', 'in', 'subject', 'the', 'individual', 'knowledge', 'of', 'grammar', 'is', 'one', 'of', 'the', 'things', 'in', 'subject']"," thing that be individual and numerically one be , without exception , not say of any subject , but there be nothing to prevent some of -PRON- from be in a subject the individual knowledge of grammar be one of the thing in a subject ."
Aristotle - Complete Works,Aristotle,aristotle,"한 사물이 주어로서 다른 사물을 전제할 때마다, 전제된 사물에 대해 말한 모든 것은 주어에 대해서도 말하게 됩니다.","whenever one thing is predicated of another as of a subject, all things said of what is predicated will be said of the subject also.",-320,1991,132,"['whenever', 'one', 'thing', 'is', 'predicated', 'of', 'another', 'as', 'of', 'subject', 'all', 'things', 'said', 'of', 'what', 'is', 'predicated', 'will', 'be', 'said', 'of', 'the', 'subject', 'also']"," whenever one thing be predicate of another as of a subject , all thing say of what be predicate will be say of the subject also ."
Aristotle - Complete Works,Aristotle,aristotle,"예를 들어, 사람은 사람 개개인에 대해 술어화되고 동물은 사람에 대해 술어화되므로 동물은 사람 개개인에 대해서도 술어화됩니다. 사람은 사람인 동시에 동물이기 때문입니다.","for example, man is predicated of the individual man, and animal of man; so animal will be predicated of the individual man also for the individual man is both a man and an animal.",-320,1991,180,"['for', 'example', 'man', 'is', 'predicated', 'of', 'the', 'individual', 'man', 'and', 'animal', 'of', 'man', 'so', 'animal', 'will', 'be', 'predicated', 'of', 'the', 'individual', 'man', 'also', 'for', 'the', 'individual', 'man', 'is', 'both', 'man', 'and', 'an', 'animal']"," for example , man be predicate of the individual man , and animal of man ; so animal will be predicate of the individual man also for the individual man be both a man and an animal ."
On The Improvement Of Understanding,Spinoza,rationalism," 사회생활의 모든 일상적 환경이 헛되고 무익하다는 것을 경험으로 알게 된 후, 나는 두려움의 대상은 마음이 그것에 영향을 받는 한도 내에서만 그 자체로 선하거나 악한 어떤 것도 포함하지 않는다는 것을 보고, 마침내 다른 모든 것을 배제하고 마음에만 영향을 미칠 수 있는, 그 자체로 소통하는 힘을 가진 어떤 진정한 선이 있는지, 실제로 그것을 발견하고 성취함으로써 지속적이고 최고의 끝없는 행복을 누릴 수 있는 어떤 것이 있는지 탐구하기로 결심했습니다."," after experience had taught me that all the usual surroundings of social life are vain and futile; seeing that none of the objects of my fears contained in themselves anything either good or bad, except in so far as the mind is affected by them, i finally resolved to inquire whether there might be some real good having power to communicate itself, which would affect the mind singly, to the exclusion of all else: whether, in fact, there might be anything of which the discovery and attainment would enable me to enjoy continuous, supreme, and unending happiness.",1677,1997,566,"['after', 'experience', 'had', 'taught', 'me', 'that', 'all', 'the', 'usual', 'surroundings', 'of', 'social', 'life', 'are', 'vain', 'and', 'futile', 'seeing', 'that', 'none', 'of', 'the', 'objects', 'of', 'my', 'fears', 'contained', 'in', 'themselves', 'anything', 'either', 'good', 'or', 'bad', 'except', 'in', 'so', 'far', 'as', 'the', 'mind', 'is', 'affected', 'by', 'them', 'finally', 'resolved', 'to', 'inquire', 'whether', 'there', 'might', 'be', 'some', 'real', 'good', 'having', 'power', 'to', 'communicate', 'itself', 'which', 'would', 'affect', 'the', 'mind', 'singly', 'to', 'the', 'exclusion', 'of', 'all', 'else', 'whether', 'in', 'fact', 'there', 'might', 'be', 'anything', 'of', 'which', 'the', 'discovery', 'and', 'attainment', 'would', 'enable', 'me', 'to', 'enjoy', 'continuous', 'supreme', 'and', 'unending', 'happiness']","   after experience have teach -PRON- that all the usual surrounding of social life be vain and futile ; see that none of the object of -PRON- fear contain in -PRON- anything either good or bad , except in so far as the mind be affect by -PRON- , -PRON- finally resolve to inquire whether there may be some real good have power to communicate -PRON- , which would affect the mind singly , to the exclusion of all else : whether , in fact , there may be anything of which the discovery and attainment would enable -PRON- to enjoy continuous , supreme , and unending happiness ."
On The Improvement Of Understanding,Spinoza,rationalism,불확실한 것을 위해 확실한 것을 기꺼이 포기하는 것은 현명하지 못한 것 같았기 때문에 마침내 결심했다고 말합니다.,"i say i finally resolved, for at first sight it seemed unwise willingly to lose hold on what was sure for the sake of something then uncertain.",1677,1997,143,"['say', 'finally', 'resolved', 'for', 'at', 'first', 'sight', 'it', 'seemed', 'unwise', 'willingly', 'to', 'lose', 'hold', 'on', 'what', 'was', 'sure', 'for', 'the', 'sake', 'of', 'something', 'then', 'uncertain']"," -PRON- say -PRON- finally resolve , for at first sight -PRON- seem unwise willingly to lose hold on what be sure for the sake of something then uncertain ."
On The Improvement Of Understanding,Spinoza,rationalism,"나는 명성과 부를 통해 얻는 이익이 얼마나 큰지, 그리고 그러한 대상에 대한 탐구를 포기하고 다른 새로운 것을 찾는 데 진지하게 전념한다면 그러한 목표를 포기해야 한다는 것을 알 수 있었습니다.","i could see the benefits which are acquired through fame and riches, and that i should be obliged to abandon the quest of such objects, if i seriously devoted myself to the search for something different and new.",1677,1997,212,"['could', 'see', 'the', 'benefits', 'which', 'are', 'acquired', 'through', 'fame', 'and', 'riches', 'and', 'that', 'should', 'be', 'obliged', 'to', 'abandon', 'the', 'quest', 'of', 'such', 'objects', 'if', 'seriously', 'devoted', 'myself', 'to', 'the', 'search', 'for', 'something', 'different', 'and', 'new']"," -PRON- could see the benefit which be acquire through fame and rich , and that -PRON- should be oblige to abandon the quest of such object , if -PRON- seriously devote -PRON- to the search for something different and new ."
On The Improvement Of Understanding,Spinoza,rationalism,"나는 진정한 행복이 전자에 놓여 있다면 나는 반드시 그것을 놓쳐야 하고, 반면에 행복이 그렇게 놓여 있지 않고 내가 온전히 집중한다면 나는 똑같이 실패해야 한다고 생각했다.","i perceived that if true happiness chanced to be placed in the former i should necessarily miss it; while if, on the other hand, it were not so placed, and i gave them my whole attention, i should equally fail.",1677,1997,210,"['perceived', 'that', 'if', 'true', 'happiness', 'chanced', 'to', 'be', 'placed', 'in', 'the', 'former', 'should', 'necessarily', 'miss', 'it', 'while', 'if', 'on', 'the', 'other', 'hand', 'it', 'were', 'not', 'so', 'placed', 'and', 'gave', 'them', 'my', 'whole', 'attention', 'should', 'equally', 'fail']"," -PRON- perceive that if true happiness chance to be place in the former -PRON- should necessarily miss -PRON- ; while if , on the other hand , -PRON- be not so place , and -PRON- give -PRON- -PRON- whole attention , -PRON- should equally fail ."
