title,author,school,sentence_ko,sentence_en,original_publication_date,corpus_edition_date,sentence_length,tokenized_txt,lemmatized_str
Aristotle - Complete Works,Aristotle,aristotle,"Examples of those involving combination are: man runs, man wins; and of those without combination:","examples of those involving combination are: man runs, man wins; and of those without combination:",-320,1991,98,"['examples', 'of', 'those', 'involving', 'combination', 'are', 'man', 'runs', 'man', 'wins', 'and', 'of', 'those', 'without', 'combination']"," example of those involve combination be : man run , man win ; and of those without combination :"
Aristotle - Complete Works,Aristotle,aristotle,"man, ox, runs, wins.","man, ox, runs, wins.",-320,1991,20,"['man', 'ox', 'runs', 'wins']"," man , ox , run , win ."
Aristotle - Complete Works,Aristotle,aristotle,Of things there are: (a),of things there are: (a),-320,1991,24,"['of', 'things', 'there', 'are']", of thing there be : ( a )
Aristotle - Complete Works,Aristotle,aristotle,some are said of a subject but are not in any subject.,some are said of a subject but are not in any subject.,-320,1991,54,"['some', 'are', 'said', 'of', 'subject', 'but', 'are', 'not', 'in', 'any', 'subject']", some be say of a subject but be not in any subject .
Aristotle - Complete Works,Aristotle,aristotle,"For example, man is said of a subject, the individual man, but is not in any subject.","for example, man is said of a subject, the individual man, but is not in any subject.",-320,1991,85,"['for', 'example', 'man', 'is', 'said', 'of', 'subject', 'the', 'individual', 'man', 'but', 'is', 'not', 'in', 'any', 'subject']"," for example , man be say of a subject , the individual man , but be not in any subject ."
Aristotle - Complete Works,Aristotle,aristotle,(b) Some are in a subject but are not said of any subject.,(b) some are in a subject but are not said of any subject.,-320,1991,58,"['some', 'are', 'in', 'subject', 'but', 'are', 'not', 'said', 'of', 'any', 'subject']", ( b ) some be in a subject but be not say of any subject .
Aristotle - Complete Works,Aristotle,aristotle,"(By 'in a subject' I mean what is in something, not as a part, and cannot exist separately from what it is in.","(by 'in a subject' i mean what is in something, not as a part, and cannot exist separately from what it is in.",-320,1991,110,"['by', 'in', 'subject', 'mean', 'what', 'is', 'in', 'something', 'not', 'as', 'part', 'and', 'cannot', 'exist', 'separately', 'from', 'what', 'it', 'is', 'in']"," ( by ' in a subject ' -PRON- mean what be in something , not as a part , and can not exist separately from what -PRON- be in ."
Aristotle - Complete Works,Aristotle,aristotle,"Minio Paluello, Oxford, nd ed.","minio paluello, oxford, nd ed.",-320,1991,30,"['minio', 'paluello', 'oxford', 'nd', 'ed']"," Minio Paluello , Oxford , nd ed ."
Aristotle - Complete Works,Aristotle,aristotle,"For example, the individual knowledge of grammar is in a subject, the soul, but is not said of any subject; and the individual white is in a subject, the body (for all colour is in a body), but is not said of any subject.","for example, the individual knowledge of grammar is in a subject, the soul, but is not said of any subject; and the individual white is in a subject, the body (for all colour is in a body), but is not said of any subject.",-320,1991,221,"['for', 'example', 'the', 'individual', 'knowledge', 'of', 'grammar', 'is', 'in', 'subject', 'the', 'soul', 'but', 'is', 'not', 'said', 'of', 'any', 'subject', 'and', 'the', 'individual', 'white', 'is', 'in', 'subject', 'the', 'body', 'for', 'all', 'colour', 'is', 'in', 'body', 'but', 'is', 'not', 'said', 'of', 'any', 'subject']"," for example , the individual knowledge of grammar be in a subject , the soul , but be not say of any subject ; and the individual white be in a subject , the body ( for all colour be in a body ) , but be not say of any subject ."
Aristotle - Complete Works,Aristotle,aristotle,Some are both said of a subject and in a subject.,some are both said of a subject and in a subject.,-320,1991,49,"['some', 'are', 'both', 'said', 'of', 'subject', 'and', 'in', 'subject']", some be both say of a subject and in a subject .
Aristotle - Complete Works,Aristotle,aristotle,"For example, knowledge is in a subject, the soul, and is also said of a subject, knowledge of grammar.","for example, knowledge is in a subject, the soul, and is also said of a subject, knowledge of grammar.",-320,1991,102,"['for', 'example', 'knowledge', 'is', 'in', 'subject', 'the', 'soul', 'and', 'is', 'also', 'said', 'of', 'subject', 'knowledge', 'of', 'grammar']"," for example , knowledge be in a subject , the soul , and be also say of a subject , knowledge of grammar ."
Aristotle - Complete Works,Aristotle,aristotle,"Some are neither in a subject nor said of a subject, for example, the individual man or the individual horse for nothing of this sort is either in a subject or said of a subject.","some are neither in a subject nor said of a subject, for example, the individual man or the individual horse for nothing of this sort is either in a subject or said of a subject.",-320,1991,178,"['some', 'are', 'neither', 'in', 'subject', 'nor', 'said', 'of', 'subject', 'for', 'example', 'the', 'individual', 'man', 'or', 'the', 'individual', 'horse', 'for', 'nothing', 'of', 'this', 'sort', 'is', 'either', 'in', 'subject', 'or', 'said', 'of', 'subject']"," some be neither in a subject nor say of a subject , for example , the individual man or the individual horse for nothing of this sort be either in a subject or say of a subject ."
Aristotle - Complete Works,Aristotle,aristotle,"Things that are individual and numerically one are, without exception, not said of any subject, but there is nothing to prevent some of them from being in a subject the individual knowledge of grammar is one of the things in a subject.","things that are individual and numerically one are, without exception, not said of any subject, but there is nothing to prevent some of them from being in a subject the individual knowledge of grammar is one of the things in a subject.",-320,1991,235,"['things', 'that', 'are', 'individual', 'and', 'numerically', 'one', 'are', 'without', 'exception', 'not', 'said', 'of', 'any', 'subject', 'but', 'there', 'is', 'nothing', 'to', 'prevent', 'some', 'of', 'them', 'from', 'being', 'in', 'subject', 'the', 'individual', 'knowledge', 'of', 'grammar', 'is', 'one', 'of', 'the', 'things', 'in', 'subject']"," thing that be individual and numerically one be , without exception , not say of any subject , but there be nothing to prevent some of -PRON- from be in a subject the individual knowledge of grammar be one of the thing in a subject ."
Aristotle - Complete Works,Aristotle,aristotle,"Whenever one thing is predicated of another as of a subject, all things said of what is predicated will be said of the subject also.","whenever one thing is predicated of another as of a subject, all things said of what is predicated will be said of the subject also.",-320,1991,132,"['whenever', 'one', 'thing', 'is', 'predicated', 'of', 'another', 'as', 'of', 'subject', 'all', 'things', 'said', 'of', 'what', 'is', 'predicated', 'will', 'be', 'said', 'of', 'the', 'subject', 'also']"," whenever one thing be predicate of another as of a subject , all thing say of what be predicate will be say of the subject also ."
Aristotle - Complete Works,Aristotle,aristotle,"For example, man is predicated of the individual man, and animal of man; so animal will be predicated of the individual man also for the individual man is both a man and an animal.","for example, man is predicated of the individual man, and animal of man; so animal will be predicated of the individual man also for the individual man is both a man and an animal.",-320,1991,180,"['for', 'example', 'man', 'is', 'predicated', 'of', 'the', 'individual', 'man', 'and', 'animal', 'of', 'man', 'so', 'animal', 'will', 'be', 'predicated', 'of', 'the', 'individual', 'man', 'also', 'for', 'the', 'individual', 'man', 'is', 'both', 'man', 'and', 'an', 'animal']"," for example , man be predicate of the individual man , and animal of man ; so animal will be predicate of the individual man also for the individual man be both a man and an animal ."
On The Improvement Of Understanding,Spinoza,rationalism," After experience had taught me that all the usual surroundings of social life are vain and futile; seeing that none of the objects of my fears contained in themselves anything either good or bad, except in so far as the mind is affected by them, I finally resolved to inquire whether there might be some real good having power to communicate itself, which would affect the mind singly, to the exclusion of all else: whether, in fact, there might be anything of which the discovery and attainment would enable me to enjoy continuous, supreme, and unending happiness."," after experience had taught me that all the usual surroundings of social life are vain and futile; seeing that none of the objects of my fears contained in themselves anything either good or bad, except in so far as the mind is affected by them, i finally resolved to inquire whether there might be some real good having power to communicate itself, which would affect the mind singly, to the exclusion of all else: whether, in fact, there might be anything of which the discovery and attainment would enable me to enjoy continuous, supreme, and unending happiness.",1677,1997,566,"['after', 'experience', 'had', 'taught', 'me', 'that', 'all', 'the', 'usual', 'surroundings', 'of', 'social', 'life', 'are', 'vain', 'and', 'futile', 'seeing', 'that', 'none', 'of', 'the', 'objects', 'of', 'my', 'fears', 'contained', 'in', 'themselves', 'anything', 'either', 'good', 'or', 'bad', 'except', 'in', 'so', 'far', 'as', 'the', 'mind', 'is', 'affected', 'by', 'them', 'finally', 'resolved', 'to', 'inquire', 'whether', 'there', 'might', 'be', 'some', 'real', 'good', 'having', 'power', 'to', 'communicate', 'itself', 'which', 'would', 'affect', 'the', 'mind', 'singly', 'to', 'the', 'exclusion', 'of', 'all', 'else', 'whether', 'in', 'fact', 'there', 'might', 'be', 'anything', 'of', 'which', 'the', 'discovery', 'and', 'attainment', 'would', 'enable', 'me', 'to', 'enjoy', 'continuous', 'supreme', 'and', 'unending', 'happiness']","   after experience have teach -PRON- that all the usual surrounding of social life be vain and futile ; see that none of the object of -PRON- fear contain in -PRON- anything either good or bad , except in so far as the mind be affect by -PRON- , -PRON- finally resolve to inquire whether there may be some real good have power to communicate -PRON- , which would affect the mind singly , to the exclusion of all else : whether , in fact , there may be anything of which the discovery and attainment would enable -PRON- to enjoy continuous , supreme , and unending happiness ."
On The Improvement Of Understanding,Spinoza,rationalism,"I say I finally resolved, for at first sight it seemed unwise willingly to lose hold on what was sure for the sake of something then uncertain.","i say i finally resolved, for at first sight it seemed unwise willingly to lose hold on what was sure for the sake of something then uncertain.",1677,1997,143,"['say', 'finally', 'resolved', 'for', 'at', 'first', 'sight', 'it', 'seemed', 'unwise', 'willingly', 'to', 'lose', 'hold', 'on', 'what', 'was', 'sure', 'for', 'the', 'sake', 'of', 'something', 'then', 'uncertain']"," -PRON- say -PRON- finally resolve , for at first sight -PRON- seem unwise willingly to lose hold on what be sure for the sake of something then uncertain ."
On The Improvement Of Understanding,Spinoza,rationalism,"I could see the benefits which are acquired through fame and riches, and that I should be obliged to abandon the quest of such objects, if I seriously devoted myself to the search for something different and new.","i could see the benefits which are acquired through fame and riches, and that i should be obliged to abandon the quest of such objects, if i seriously devoted myself to the search for something different and new.",1677,1997,212,"['could', 'see', 'the', 'benefits', 'which', 'are', 'acquired', 'through', 'fame', 'and', 'riches', 'and', 'that', 'should', 'be', 'obliged', 'to', 'abandon', 'the', 'quest', 'of', 'such', 'objects', 'if', 'seriously', 'devoted', 'myself', 'to', 'the', 'search', 'for', 'something', 'different', 'and', 'new']"," -PRON- could see the benefit which be acquire through fame and rich , and that -PRON- should be oblige to abandon the quest of such object , if -PRON- seriously devote -PRON- to the search for something different and new ."
On The Improvement Of Understanding,Spinoza,rationalism,"I perceived that if true happiness chanced to be placed in the former I should necessarily miss it; while if, on the other hand, it were not so placed, and I gave them my whole attention, I should equally fail.","i perceived that if true happiness chanced to be placed in the former i should necessarily miss it; while if, on the other hand, it were not so placed, and i gave them my whole attention, i should equally fail.",1677,1997,210,"['perceived', 'that', 'if', 'true', 'happiness', 'chanced', 'to', 'be', 'placed', 'in', 'the', 'former', 'should', 'necessarily', 'miss', 'it', 'while', 'if', 'on', 'the', 'other', 'hand', 'it', 'were', 'not', 'so', 'placed', 'and', 'gave', 'them', 'my', 'whole', 'attention', 'should', 'equally', 'fail']"," -PRON- perceive that if true happiness chance to be place in the former -PRON- should necessarily miss -PRON- ; while if , on the other hand , -PRON- be not so place , and -PRON- give -PRON- -PRON- whole attention , -PRON- should equally fail ."
On The Improvement Of Understanding,Spinoza,rationalism,"I therefore debated whether it would not be possible to arrive at the new principle, or at any rate at a certainty concerning its existence, without changing the conduct and usual plan of my life; with this end in view I made many efforts, in vain.","i therefore debated whether it would not be possible to arrive at the new principle, or at any rate at a certainty concerning its existence, without changing the conduct and usual plan of my life; with this end in view i made many efforts, in vain.",1677,1997,248,"['therefore', 'debated', 'whether', 'it', 'would', 'not', 'be', 'possible', 'to', 'arrive', 'at', 'the', 'new', 'principle', 'or', 'at', 'any', 'rate', 'at', 'certainty', 'concerning', 'its', 'existence', 'without', 'changing', 'the', 'conduct', 'and', 'usual', 'plan', 'of', 'my', 'life', 'with', 'this', 'end', 'in', 'view', 'made', 'many', 'efforts', 'in', 'vain']"," -PRON- therefore debate whether -PRON- would not be possible to arrive at the new principle , or at any rate at a certainty concern -PRON- existence , without change the conduct and usual plan of -PRON- life ; with this end in view -PRON- make many effort , in vain ."
On The Improvement Of Understanding,Spinoza,rationalism,"For the ordinary surroundings of life which are esteemed by men (as their actions testify) to be the highest good, may be classed under the three heads Riches, Fame, and the Pleasures of Sense: with these three the mind is so absorbed that it has little power to reflect on any different good.","for the ordinary surroundings of life which are esteemed by men (as their actions testify) to be the highest good, may be classed under the three heads riches, fame, and the pleasures of sense: with these three the mind is so absorbed that it has little power to reflect on any different good.",1677,1997,293,"['for', 'the', 'ordinary', 'surroundings', 'of', 'life', 'which', 'are', 'esteemed', 'by', 'men', 'as', 'their', 'actions', 'testify', 'to', 'be', 'the', 'highest', 'good', 'may', 'be', 'classed', 'under', 'the', 'three', 'heads', 'riches', 'fame', 'and', 'the', 'pleasures', 'of', 'sense', 'with', 'these', 'three', 'the', 'mind', 'is', 'so', 'absorbed', 'that', 'it', 'has', 'little', 'power', 'to', 'reflect', 'on', 'any', 'different', 'good']"," for the ordinary surrounding of life which be esteem by man ( as -PRON- action testify ) to be the high good , may be class under the three head Riches , Fame , and the pleasure of sense : with these three the mind be so absorb that -PRON- have little power to reflect on any different good ."
